Artist,Title,Album,Date,Lyric,Year,Unnamed: 0,lastfm_tag,genre
Coldplay,Paradise,Mylo Xyloto,2011-09-12,oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh when she was just a girl she expected the world but it flew away from her reach so she ran away in her sleep   and dreamed of paraparaparadise paraparaparadise paraparaparadise every time she closed her eyes   oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh when she was just a girl she expected the world but it flew away from her reach and the bullets catch in her teeth life goes on it gets so heavy the wheel breaks the butterfly every tear a waterfall in the night the stormy night she'd close her eyes in the night the stormy night away she'd fly   and dream of paraparaparadise paraparaparadise paraparaparadise oh ohoh ohoh ohohoh she'd dream of paraparaparadise paraparaparadise paraparaparadise oh ohoh ohoh ohohoh   la lala lalala la lala lalala la lala lalala lala so lying underneath those stormy skies she said oh ohohohoh i know the sun must set to rise   this could be paraparaparadise paraparaparadise this could be paraparaparadise oh ohoh ohoh ohohoh this could be paraparaparadise paraparaparadise this could be paraparaparadise oh ohoh ohoh ohohoh   break   this could be paraparaparadise this could be paraparaparadise this could be paraparaparadise ohohohohoh ohohoh   oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh,2011.0,9.0,alternative rock,Rock
Coldplay,Clocks,A Rush of Blood to the Head,2002-08-26,the lights go out and i can't be saved tides that i tried to swim against have brought me down upon my knees oh i beg i beg and plead singin' come out of things unsaid shoot an apple off my head and a trouble that can't be named a tiger's waiting to be tamed singin'   you are you are   confusion never stops closing walls and tickin' clocks gonna come back and take you home i could not stop that you now know singin' come out upon my seas cursed missed opportunities am i a part of the cure or am i part of the disease singin'   you are you are you are you are you are you are   and nothing else compares oh nothing else compares and nothing else compares   you are you are   home home where i wanted to go home home where i wanted to go home you are home where i wanted to go home you are home where i wanted to go,2002.0,11.0,rock,Rock
Coldplay,Sparks,Parachutes,2000-07-10,did i drive you away i know what you'll say you say oh sing one you know but i promise you this i'll always look out for you yeah that's what i'll do   i say oh i say oh   my heart is yours it's you that i hold on to yeah that's what i do and i know i was wrong but i won't let you down oh yeah i will yeah i will yes i will yeah i will   i said oh i cry oh   yeah i saw sparks yeah i saw sparks and i saw sparks yeah i saw sparks sing it out   la la la la oh la la la la oh la la la la oh la la la la oh,2000.0,14.0,rock,Rock
Coldplay,Trouble,Parachutes,2000-07-10,oh no i see a spider web is tangled up with me and i lost my head and thought of all the stupid things i'd said   oh no what's this a spider web and i'm caught in the middle so i turned to run and thought of all the stupid things i'd done   and i i never meant to cause you trouble and i i never meant to do you wrong and i well if i ever caused you trouble and oh no i never meant to do you harm   oh no i see a spider web and it's me in the middle so i twist and turn but here am i in my little bubble   singing that i never meant to cause you trouble i never meant to do you wrong and i well if i ever caused you trouble oh no i never meant to do you harm   they spun a web for me they spun a web for me they spun a web for me,2000.0,16.0,alternative,Rock
Coldplay,In My Place,A Rush of Blood to the Head,2002-08-05,in my place in my place were lines that i couldn't change i was lost oh yeah i was lost i was lost crossed lines i shouldn't have crossed i was lost oh yeah  hook yeah how long must you wait for it yeah how long must you pay for it yeah how long must you wait for it for it   i was scared i was scared tired and underprepared but i wait for it and if you go if you go and leave me down here on my own then i'll wait for you yeah  hook yeah how long must you wait for it yeah how long must you pay for it yeah how long must you wait for it for it   sing it please please please come back come sing to me to me me come on and sing it out now now come on and sing it out to me me come back come sing it   in my place in my place were lines that i couldn't change i was lost oh yeah oh yeah,2002.0,23.0,rock,Rock
Coldplay,Shiver,Parachutes,2000-03-06,so i look in your direction but you pay me no attention do you i know you don't listen to me 'cause you say you see straight through me don't you  but on and on from the moment i wake 'til the moment i sleep i'll be there by your side just you try and stop me i'll be waiting in line just to see if you care  pre oh did you want me to change well i'll change for good and i want you to know that you'll always get your way i wanted to say   don't you shiver shiver sing it loud and clear i'll always be waiting for you   so you know how much i need you but you never even see me do you and is this my final chance of getting you  but on and on from the moment i wake 'til the moment i sleep i'll be there by your side just you try and stop me i'll be waiting in line just to see if you care if you care  pre oh did you want me to change well i'll change for good and i want you to know that you'll always get your way i wanted to say   don't you shiver don't you shiver sing it loud and clear i'll always be waiting for you   yeah i'll always be waiting for you yeah i'll always be waiting for you yeah i'll always be waiting for you for you i will always be waiting  final  and it's you i see but you don't see me and it's you i hear so loud and so clear i sing it loud and clear and i'll always be waiting for you   so i look in your direction but you pay me no attention and you know how much i need you but you never even see me,2000.0,26.0,rock,Rock
Coldplay,Speed of Sound,X&Y,2005-04-18,how long before i get in before it starts before i begin how long before you decide before i know what it feels like where to where do i go if you never try then you'll never know how long do i have to climb up on the side of this mountain of mine   look up i look up at night planets are moving at the speed of light climb up up in the trees every chance that you get is a chance you seize how long am i gonna stand with my head stuck under the sand i'll start before i can stop before i see things the right way up  hook all that noise and all that sound all those places i got found and birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then you'd understand   ideas that you'll never find all the inventors could never design the buildings that you put up japan and china all lit up the sign that i couldn't read or a light that i couldn't see some things you have to believe but others are puzzles puzzling me  hook all that noise and all that sound all those places i got found and birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then you'd understand  ah when you see it then you'll understand   all those signs i knew what they meant some things you can invent some get made and some get sent  hook birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then you'd understand ah when you see it then you'll understand,2005.0,39.0,alternative,Rock
Coldplay,We Never Change,Parachutes,2000-07-10,i wanna live life and never be cruel i wanna live life and be good to you and i wanna fly and never come down and live my life and have friends around   we never change do we no no we never learn do we   so i wanna live in a wooden house i wanna live life and always be true i wanna live life and be good to you and i wanna fly and never come down and live my life and have friends around   we never change do we no no we never learn do we   so i wanna live in a wooden house where making more friends would be easy oh and i don't have a soul to save yes and i sin every single day   we never change do we we never learn do we   so i wanna live in a wooden house where making more friends would be easy i wanna live where the sun comes out,2000.0,67.0,rock,Rock
Drake,In My Feelings,Scorpion,2018-06-29,drake trap trapmoneybenny this shit got me in my feelings gotta be real with it yeah   drake kiki do you love me are you riding say you'll never ever leave from beside me 'cause i want ya and i need ya and i'm down for you always kb do you love me are you riding say you'll never ever leave from beside me 'cause i want ya and i need ya and i'm down for you always  drake look the new me is really still the real me i swear you gotta feel me before they try and kill me they gotta make some choices they runnin' out of options 'cause i've been goin' off and they don't know when it's stoppin' and when you get to toppin' i see that you've been learnin' and when you get to shoppin' you spend it like you earned it and when you popped off on your ex he deserved it i thought you were the one from the jump that confirmed it trapmoneybenny i buy you champagne but you love some henny from the block like you jenny i know you special girl 'cause i know too many   drake 'resha do you love me are you riding say you'll never ever leave from beside me 'cause i want ya and i need ya and i'm down for you always jt do you love me are you riding say you'll never ever leave from beside me 'cause i want ya and i need ya and i'm down for you always  interlude jt yung miami drake  magnolia shorty two bad bitches and we kissin' in the wraith kissin'kissin' in the wraith kisskissin' in the wraith i need that black card and the code to the safe code to the safe codecode to the safesafe i show him how that neck work fuck that netflix and chillwhat's your netnetnet worth 'cause i want ya and i need ya and i'm down for you always yeah yeah yeah yeah he bad and i'm down for you always yeah yeah yeah guess who's back and i'm down for you always ddown for you al black biggy biggy black biggy black blake dddown for you always i got a new boy and that nigga trade   drake kiki do you love me are you riding say you'll never ever leave from beside me 'cause i want you and i need you and i'm down for you always kb do you love me are you riding say you'll never ever leave from beside me 'cause i want ya and i  breakdown lil wayne  magnolia shorty skate and smoke and rap now let me see you bring that ass bring that ass bring that ass back bbring that ass bring that ass bring that ass back shawty say the nigga that she with can't hit but shawty i'ma hit it hit it like i can't miss now let me see you clap that ass you're the only one i love clap that ass clapclap that ass bring that ass back clapclapclap that ass you're the only one i love let's go let's go let's go bring that ass back   drake trap trapmoneybenny this shit got me in my feelings gotta be real with it yup blaqnmild you a genius you diggin' me  skit zazie beetz i don't even care i need a photo with drake because my instagram is weak as fuck i'm just being real my shit look,2018.0,1.0,rap,Hip-Hop
Drake,Fake Love,More Life,2016-10-23,i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face   somethin' ain't right when we talkin' somethin' ain't right when we talkin' look like you hidin' your problems really you never was solid no you can't son me you won't never get to run me just when shit look out of reach i reach back like one three like one three yeah  pre that's when they smile in my face whole time they wanna take my place whole time they wanna take my place whole time they wanna take my place yeah i know they wanna take my place i can tell that love is fake i don't trust a word you say how you wanna clique up after your mistakes look you in the face and it's just not the same   i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face   yeah straight up to my face tryna play it safe vibe switch like night and day i can see it like right away i came up you changed up i caught that whole play since things never been the same  pre that's when they smile in my face whole time they wanna take my place whole time they wanna take my place whole time they wanna take my place yeah i know they wanna take my place i can tell that love is fake i can tell that love is fake i don't trust a word you say i don't trust a word how you wanna clique up after your mistakes that's just what i heard look you in the face and it's just not the same   i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face i've been down so long it look like up to me they look up to me i got fake people showin' fake love to me straight up to my face straight up to my face   skrrt and more chune for your headtop so watch how you speak on my name you know,2016.0,8.0,alternative rnb,Rock
Drake,From Time,Nothing Was the Same,2013-09-24,jhené aiko what's up been a minute since we kicked it you've been caught up with them bitches i don't get it you're a star love you shouldn't have to deal with that i'd never make you feel like that 'cause   jhené aiko i love me i love me enough for the both of us that's why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   drake yeah i needed to hear that shit i hate when you're submissive passive aggressive when we're texting i feel the distance i look around the peers that surround me these niggas tripping i like when money makes a difference but don't make you different started realizing a couple places i could take it i want to get back to when i was that kid in the basement i want to take it deeper than money pussy vacation and influence a generation that's lacking in patience i've been dealing with my dad speaking of lack of patience just me and my old man getting back to basics we've been talking 'bout the future and time that we wasted when he put that bottle down girl that nigga's amazing well fuck it we had a couple coronas we might have rolled a white paper just something to hold us we even talked about you and our couple of moments he said we should hash it out like a couple of grown ups you a flower child beautiful child i'm in your zone looking like you came from the 70's on your own my mother is 66 and her favorite line to hit me with is who the fuck wants to be 70 and alone you don't even know what you want from love anymore i search for something i'm missing and disappear when i'm bored but girl what qualities was i looking for before who you settling for who better for you than the boy huh   jhené aiko i love me i love me enough for the both of us that's why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   drake uh thinking 'bout texas back when porscha used to work at treasures or further back than that before i had the houston leverage when i got summer a michael kors with my momma's debit a weak attempt at flexing i'll never forget it 'cause that night i played her three songs then we got to talking 'bout something we disagreed on then she start telling me how i'll never be as big as trey songz boy was she wrong that was just negative energy for me to feed off now it's therapeutic blowing money in the galleria or beverly center macy's where i discovered bria landmarks of the muses that inspired the music when i could tell it was sincere without tryna prove it the one that i needed was courtney from hooters on peachtree i've always been feeling like she was the piece to complete me now she engaged to be married what's the rush on commitment know we were going through some shit name a couple that isn't remember our talk in the parking lot at the ritz girl i felt like we had it all planned out i guess i fucked up the vision learning the true consequences of my selfish decisions when you find out how i'm living i just hope i'm forgiven it seem like you don't want this love anymore i'm acting out in the open it's hard for you to ignore but girl what qualities was i looking for before who you settling for who better for you than the boy huh   jhené aiko i love me i love me enough for the both of us that's why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   baka been baka aka not nice from time g been a east side ting scarborough ting from time g been have up di ting dem from time g so i don't know what's wrong with these little wasteman out here eh y'all need to know yourself,2013.0,9.0,rnb,R&B
Drake,The Motto,Take Care,2011-11-15,drake i'm the fuckin' man y'all don't get it do ya type of money everybody acting like they knew ya go uptown new york city bitch them spanish girls love me like i'm aventura tell uncle luke i'm out in miami too clubbing hard fucking women there ain't much to do wrist bling got a condo up in biscayne still getting brain from a thang ain't shit changed how you feel how you feel how you feel 5 sitting on 5 mill' uh i'm in the building and i'm feeling myself rest in peace mac dre i'ma do it for the bay okay getting paid we'll holler whenever that stop my team good we don't really need a mascot tell tune light one pass it like a relay ymcmb you niggas more ymca me franny and mally mall at the cribo shout goes out to niko j and chubbs shouts to gibbo we got santa margherita by the liter she know even if i'm fucking with her i don't really need her aww that's how you feel man that's really how you feel 'cause the pimpin' ice cold all these bitches wanna chill i mean maybe she won't but then again maybe she will i can almost guarantee she know the deal real nigga what's up   drake now she want a photo you already know though you only live once that's the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we don't really play every day every day fuck what anybody say can't see 'em 'cause the money in the way real nigga what's up   lil wayne onetime fuck one time i'm calling niggas out like the umpire sevengrams in the blunt almost drowned in her pussy so i swam to her butt it's eastside we in this bitch wish a nigga would like a tree in this bitch and if a leaf fall put some weed in that bitch that's my mo add a b to that shit i'm fucked up tore down i'm twisted doorknob talk stupid off with your head nigga money talks and mr ed yeah i'm so young money got a drum on the gun energizer bunny funny how honey ain't sweet like sugar ain't shit sweet niggas on the street like hookers i tongue kiss her other tongue skeet skeet skeet water gun oh my god becky look at her butt tunechi   drake now she want a photo you already know though you only live once that's the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we don't really play every day every day fuck what anybody say can't see 'em 'cause the money in the way real nigga what's up now she want a photo you already know though you only live once that's the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we don't really play every day every day fuck what anybody say can't see 'em 'cause the money in the way real nigga what's up  produced by tminus,2011.0,11.0,rap,Hip-Hop
Drake,Nice For What,Scorpion,2018-04-06,big freedia i wanna know who mothafuckin' representin' in here tonight hold on hold on  pre lauryn hill i keep lettin' you back in you back in how can i explain myself   lauryn hill  drake care for me care for me you said you'd care for me there for me there for me said you'd be there for me lil weezyana shit cry for me cry for me you said you'd die for me murda on the beat give to me give to me why won't you live for me care for me care for me i know you care for me a song for y'all to cut up to you know there for me there for me said you'd be there for me yeah cry for me cry for me you said you'd die for me give to me give to me why won't you live for me   drake everybody get your mothafuckin' roll on i know shorty and she doesn't want no slow song had a man last year life goes on haven't let that thing loose girl in so long you've been inside know you like to lay low i've been peepin' what you bringin' to the table workin' hard girl everything paid for firstlast phone bill car note cable with your phone out gotta hit them angles with your phone out snappin' like you fabo and you showin' off but it's alright and you showin' off but it's alright alright it's a short life yeah   lauryn hill care for me care for me you said you'd care for me there for me there for me said you'd be there for me cry for me cry for me you said you'd die for me give to me give to me why won't you live for me  refrain drake that's a real one in your reflection without a follow without a mention you really pipin' up on these niggas you gotta be nice for what to these niggas   drake i understand you got a hunnid bands you got a baby benz you got some bad friends high school pics you was even bad then you ain't stressin' off no lover in the past tense you already had them work at 8 am finish 'round five hoes talk down you don't see 'em outside yeah they don't really be the same offline you know dark days you know hard times doin' overtime for the last month saturday call the girls get 'em gassed up gotta hit the club gotta make that ass jump gotta hit the club like you hit them mothafuckin' angles with your phone out snappin' like you fabo and you showin' off but it's alright and you showin' off but it's alright alright it's a short life   big freedia  letitia wright uhhuh oh yeah these hoes they mad your boy i had i made watch the breakdown   lauryn hill care for me care for me you said you'd care for me there for me there for me said you'd be there for me cry for me cry for me you said you'd die for me give to me give to me why won't you live for me  breakdown drake gotta make that jump gotta make that gotta gotta make that gotta make that jump gotta make that gotta gotta make that gotta gotta gotta gggotta gggotta gotta gotta gggotta gotta gotta make that jump jump let's go bend it over lift it up bend it over lift it up make that jump jump bend it over lift it up bend it over lift it up make that jump jump bend it over over over over over lift it up make that jump jump bend it over lift it up make that jump jump bend it over lift it up make that jump jump  refrain drake that's a real one in your reflection without a follow without a mention you really pipin' up on these niggas you gotta be nice for what to these niggas i understand   lauryn hill care for me care for me you said you'd care for me there for me there for me said you'd be there for me give to me give to me why won't you live for me cry for me cry for me you said you'd cry for me   drake  lauryn hill gotta hit the club like you hit them hit them hit them angles blaqnmild you a genius you diggin' me it's a short life yeah cry for me cry for me you said you'd die for me give to me give to me why won't you live for me,2018.0,16.0,rap,Hip-Hop
Drake,Passionfruit,More Life,2017-03-18,moodymann hold on hold on fuck that fuck that shit hold on i got to start this mothafuckin' record over again wait a minute fuck that shit still on this mothafuckin record i'ma play this mothafucka for y'all ayy yall get some more drinks goin' on i'll sound a whole lot better   listen seein' you got ritualistic cleansin' my soul of addiction for now 'cause i'm fallin' apart yeah tension between us just like picket fences you got issues that i wont mention for now cause we're fallin apart   passionate from miles away passive with the things you say passin' up on my old ways i can't blame you no no passionate from miles away passive with the things you say passin' up on my old ways i cant blame you no no   listen harder buildin' trust from a distance i think we should rule out commitment for now 'cause we're fallin' apart leavin' you're just doing that to get even don't pick up the pieces just leave it for now they keep fallin' apart   passionate from miles away passive with the things you say passin' up on my old ways i can't blame you no no passionate from miles away passive with the things you say passin' up on my old ways i can't blame you no no   zoë kravitz um trying to think of the right thing to say,2017.0,17.0,tropical house,Electronic
Drake,Energy,If You’re Reading This It’s Too Late,2015-02-13,produced by boida  ob o'brien   dj jah walton  drake lickwood means rewind and gunshot means forward you requested it so we rewind yeah way way way up turn it all up yeah look   i got enemies  got a lot of enemies got a lot of people tryna drain me of my energy they tryna take the wave from a nigga fuckin' with the kid and pray for your nigga   drake i got girls in real life tryna fuck up my day fuck goin' online that ain't part of my day i got real shit poppin' with my family too i got niggas that can never leave canada too six i got two mortgages thirty million in total i got niggas that'll still try fuckin' me over i got rap niggas that i gotta act like i like but my actin' days are over fuck them niggas for life yeah   i got enemies  got a lot of enemies got a lot of people tryna drain me of this energy they tryna take the wave from a nigga fuckin' with the kid and pray for your nigga   drake i got people talkin' down man like i give a fuck i bought this one a purse i bought this one a truck i bought this one a house i bought this one a mall i keep buyin' shit just make sure you keep track of it all i got bitches askin' me about the code for the wifi so they can talk about they timeline and show me pictures of they friends just to tell me they ain't really friends exgirl she the female version of me i got strippers in my life but they virgins to me i hear everybody talkin' 'bout what they gon' be i got high hopes for you niggas we gon' see i got money in the courts 'til all my niggas are free 'bout to call your ass a uber i got somewhere to be i hear fairy tales 'bout how they gon' run up on me well run up when you see me then and we gon' see   i got enemies  got a lot of enemies got a lot of people tryna drain me of this energy they tryna take the wave from a nigga fuckin' with the kid and pray for your nigga   drake nah fuck all of you niggas i ain't finished y'all don't wanna hear me say it's a go y'all don't wanna see win win 50 or whoa i got real ones livin' past kennedy road i got real ones wit' me everywhere that i go i'm tryna tell ya i got enemies got a lot of enemies every time i see 'em somethin' wrong with their memory tryna take the wave from a nigga so tired of savin' all these niggas mayne yeah run 'em   i got enemies got a lot of enemies got a lot of people tryna drain me of this energy they tryna take the wave from a nigga fuckin' with the kid and pray for your nigga i'm off this,2015.0,19.0,rap,Hip-Hop
Drake,Over My Dead Body,Take Care,2011-11-15,chantal kreviazuk how i'm feeling it doesn't matter 'cause you know i'm okay instead i ask myself why do you worry when you know you know i'm the same i know i know you don't love me baby theyre trying to take you away from me only over my dead body   drake i think i killed e'rybody in the game last year man fuck it i was on though and i thought i found the girl of my dreams at the strip club mmmmmm fuck it i was wrong though shout out to all my niggas living tax free nowadays it's six figures when they tax me oh well i guess you lose some and win some long as the outcome is income you know i want it all and then some shout out to asian girls let the lights dim some shots came i don't know where they was sent from probably some bad hoes i'm 'bout to take the hint from yeah you know me well nigga yeah i mean you ain't the only real nigga they got me on these white women like seal nigga slave to the pussy but i'm just playing the field nigga are these people really discussing my career again asking if i'll be going platinum in a year again don't i got the shit the world wanna hear again don't michael jordan still got his hoop earring in man all of your flows bore me paint drying and i don't ever be trippin off of what ain't mine and i be hearing the shit you say through the grapevine but jealousy is just love and hate at the same time yeah it's been that way from the beginning i just been playing i ain't even notice i was winning  pre drake and this is the only sound you should fear man these kids wear crowns over here and everything is all right   chantal kreviazuk oh i know i know you don't love me baby theyre trying to take you away from me only over my dead body   drake you say i'm old news well who the new star cause if i'm going anywhere it's probably too far just performed at a bar mitzvah over in the states used half of the money to beat my brother's case red wine over fed time and shout out to the niggas that's doing dead time shout out to the bitches there when it's bedtime and fuck you to the niggas that think it's their time yeah don't make me take your life apart boy you and whoever the fuck gave you your start boy oh you wanna be a motherfucking funny guy don't make me break your kevin hart boy yeah it's whatever you know feeling good living better i think maybe i was numb to it last year but you know i feel it now more than ever my city love me like mac dre in the bay second album i'm back paving the way the backpackers are back on the bandwagon like this was my comeback season back back in the day and i met your baby moms last night we took a picture together i hope she frames it and i was drinking at the palms last night and ended up losing everything that i came with feel like i've been here before huh i still got ten years to go huh  pre drake and this is the only sound you should fear man these kids wear crowns over here and everything is all right   chantal kreviazuk oh i know i know you don't love me baby theyre trying to take you away from me only over my dead body   three in the morning still going down  produced by chantal kreviazuk and noah 40 shebib,2011.0,23.0,rap,Hip-Hop
Drake,Shot for Me,Take Care,2011-11-15,produced by noah 40 shebib   i can see it in your eyes you're angry regret got shit on what you're feelin' now mad cause he ain't like me oh you mad cause nobody ever did it like me all the care i would take all the love that we made now you're trying to find somebody to replace what i gave to you it's a shame you didn't keep it alisha catya i know that you gon' hear this i'm the man yeah i said it bitch i'm the man don't you forget it the way you walk that's me the way you talk that's me the way you've got your hair up did you forget that's me and the voice in your speaker right now that's me that's me and the voice in your ear that's me can't you see that i made it yeah i made it first i made you who you are and then i made it and you're wasted with your latest yeah i'm the reason why you always getting faded   take a shot for me ohohohoh ohohohoh take a shot for me ohohohoh ohohohoh take a shot for me uhhuh uhhuh ohwoah oh woah a shot for me uhhuh uhhuh ohwoah oh woah a shot for me   ok look i'm honest girl i can't lie i miss you you and the music were the only things that i'd commit to i never cheated for the record back when i was with you but you believed in everything but me girl i don't get you she says i know you changed i never see you cause you're always busy doing things i really wish she had a different way of viewing things i think the city that we're from just kinda ruined things it's such a small place not much to do but talk and listen the men are jealous and the women all in competition and all your friends telling you stories that you often misinterpret and taint all the images of your mr perfect i could tell that you been crying all night drinking all summer prayin' for your happiness hope that you recover uh this is one i know you hated when you heard it and it's worse because you know that i deserve it   take a shot for me ohohohoh ohohohoh take a shot for me ohohohoh ohohohoh take a shot for me uhhuh uhhuh ohwoah oh woah a shot for me uhhuh uhhuh ohwoah oh woah a shot for me   yeah may your neighbors respect you trouble neglect you angels protect you and heaven accept you,2011.0,30.0,rap,Hip-Hop
Drake,Portland,More Life,2017-03-18,drake  baka not nice murda on the beat so it's not nice yeah it's a habibis ting ya   drake yeah my side girl got a 5s with the screen cracked still hit me back right away better not never hesitate don't come around thinkin' you gettin' saved tryna show the dogs brighter days got a torch tryna light the way bitin' everybody which is ironic 'cause your next album probably won't ever see the light of day had fans but you let 'em down but i guess that's how you niggas gettin' down i'm so high up i'm like how is niggas really gettin' down i could never have a kid then be out here still kiddin' round boys playin' around where you really wanna take it now i got a 50000 dollars for an afterparty and i gave it to the killas just to break it down bring us up i never take us down but if you bring me up then they might take you down fake fucked with me back then but it's gettin' hard for you to fake it now fuck bein' rich when i'm forty man i'm tryna make it now   quavo hell nah never let these niggas ride your wave nope no way nah never let these niggas ride your wave nope no way nah park the benz just to the ride the wraith skrrt skrrt ten million dollars gotta hide the safe  post quavo skrrt skrrt oh michael phelps with the swim moves skrrt skrrt oh michael jordan with the tennis shoes   quavo skrrt skrrt quavo young nigga i invented you ugh ike turner with the left hand ike griselda blanco with the trap moves trappin' gangland with the right hand gang undertaker with the tattoos tats never listen to the class rules no switch it up they bit the last move let's go i'm a magnet for bad bitches magnet you got the goin' out sad bitches sad i spent a fifty on the chain racks you spent your last fifty ugh cash i got the keys to the streets keys you got the key to defeat defeated i got the keys to the warzone brrapt you got the key to the peace ugh   quavo hell nah never let these niggas ride your wave nope no way nah never let these niggas ride your wave nope no way nah park the benz just to ride the wraith skrrt skrrt ten million dollars gotta hide the safe   travis scott we gon' go live we gon' go live yep yeah yeah we gon' go live we gon' go live yep yeah yeah gettin' loose yeah off the henny 'roc and a hint of goose yeah ocean deep in my swimmin' pool yeah in my pool   travis scott throwin' dead prez in my livin' room yeah in my room takin' shots feelin' bulletproof flood my rollie told my bitch let's go snorkelin' yeah out in portland tryna get in her organs yeah no i did not sign with jay but i still send a tidal wave yeah i might just go get the fade buy the durag and just tie the waves yeah it's lit at the crib you could stay me and drake kick like kid n' play kid n' play god the way that she servin' that cake i gotta sit back and digest straight up i guess for the fuck shit i'm biased yeah i mix double the cup when i stress got my mama out the basement mama that's a different type of face lift free max b up out the bracelets yeah yeah don't hit us askin' what the wave is   quavo hell nah never let these niggas ride your wave nope no way nah never let these niggas ride your wave nope no way nah park the benz just to the ride the wraith skrrt skrrt ten million dollars gotta hide the safe  post quavo skrrt skrrt oh michael phelps with the swim moves skrrt skrrt oh michael jordan with the tennis shoes skrrt skrrt oh michael phelps with the swim moves skrrt skrrt oh michael jordan with the tennis shoes,2017.0,32.0,trap,Hip-Hop
Drake,Nonstop,Scorpion,2018-06-29,lil juice tay keith fuck these niggas up   drake look i just flipped a switch flipped flipped i don't know nobody else that's doin' this bodies start to drop ayy hit the floor now they wanna know me since i hit the top ayy this a rollie not a stopwatch shit don't ever stop this the flow that got the block hot shit got super hot ayy give me my respect give me my respect i just took it left like i'm ambidex' bitch i move through london with the eurostep two got a sneaker deal and i ain't break a sweat catch me 'cause i'm gone outta there im gone how i go from 6 to  like i'm lebron servin' up a pack servin' up a pack niggas pullin' gimmicks 'cause they scared to rap ayy funny how they shook ayy got these niggas shook pullin' back the curtain by myself take a look ayy i'm a bar spitta im a hard hitta yeah im lightskinned but i'm still a dark nigga i'm a wig splitta i'm a tall figure i'm an unforgivin' wildass dog nigga somethin' wrong with 'em got 'em all bitter i'm a bill printer i'm a gravedigger yeah i am what i am i don't have no time for no misunderstandings again   mack daddy ju  drake my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' this a rollie not a stopwatch shit don't ever stop from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is   drake future took the business and ran it for me i let ollie take the owl told him brand it for me i get  million a pop and thats standard for me like i went blind dog you gotta hand it to me gotta gimme that shit dog prayed then i prayed again amen lord had a moment but it came and went they don't love you no more you dont wanna play with him nah nah nah theyll be mournin' you like 8am rip pinky ring 'til i get a wedding ring whoa yeah love my brothers cut 'em in on anything big slice and you know it's king slime drizzy damn woo yeah she just said i'm bae i hit the thizzle dance mac dre shit either hand is the upper hand oh yeah shit got a bubba on my other hand whoa yeah shit yeah this shit ain't no hundred bands nah nah nah nah palace look like buckingham bills so big i call 'em williams for real reasons to go crazy got a trillion for real they been tryin' me but i'm resilient for real i cant go in public like civilian for real and i hardly take offense money for revenge man thats hardly an expense al haymon checks off of all of my events i like all the profit man i hardly do percents i don't do that shit a big part of me resents niggas that i knew from when i started in this shit they see what i got and man it's hard to be content fuck what they got goin' on i gotta represent ayy   mack daddy ju  drake my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' this a rollie not a stopwatch shit don't ever stop from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' this the flow that got the block hot shit got super hot,2018.0,33.0,rap,Hip-Hop
